Class,Text
9,"Why do some women have rape fantasies? I cannot seem to understand this... The following is a partial response to a woman who asked basically this same question..why she was having these fantasies...\n\n ""Being raped is an experience in which a woman is completely overpowered and totally helpless ‑- the complete opposite of being in control. It sounds like there's a part of you that would occasionally like to be able to lie back, let go, and let somebody else take over. \n\nRape fantasies are also common among women who have sexual shame or inhibitions from their childhood or past relationships. These women often enjoy the rape fantasy because they are not choosing to have sex and therefore are not accountable for any ""sins."" \n\nFurthermore, the fantasy centers on a man who is so caught up in his passion and desire that he has to take you now. The idea of that level of passion is very exciting for many women."""
9,
5,
9,is it possible for the girls to get the baby at very first time if they have sex? i want to know about this. yes
2,"What does germination mean? How it works? When a seed starts to grow.\n'Germinate' comes from 'germ cell' or the cell from where the whole organism grows. So whenever the germ cell is activated and starts growing into the new organism, it is germination. It usually refers to when the baby root and stem start to push out from the seed capsule."
7,"Art gallery feasibility? What would be the major fixed and variable cost items/drivers for a small art gallery? Some might seem obvious, like cost of space but I have no knowledge of some specific, unique items. I have worked with 5 galleries in the 10 years and find that having something for everyone is important, but also that you find your market and stick with it.\n\nIf you having an artist show up to sign his or hers work, go all out on promoting this person. They will remember you, good or bad.\n\nAnd as with everything, Location, location and location are key to your success.\n\nJerry"
8,i need telugu devotional free ringtones where i have to find? devotional I'll gladly pay you next Tuesday for a hamburger today.
5,
2,
10,
10,
3,
2,
5,
3,
7,"What are the best stock market sectors for 2006? What sectors of stock market are the best for 2006? Drug, Energy, Tech or what? Will it be a good year for stock? environmental - alternative energy"
7,
6,i have two football cards signed and i want to know if they r worth anything how do i find out? one is flipper anderson-upper deck from 1991. another i jim price-upper deck from 1992. Take them to a card dealer and ask what he'd give you for them. Double-check with a second dealer. There's your value.
7,
2,
2,
7,
7,Should people stay at a job where the supervisors make you stand up for long periods  of time? Do you think it's right for supervisors to make you do things like stand up at your desk or sit in a cold room just because you are not making enough bonus money like they expect? If that wasn't in the job description then I think u have reason to sue ur bosses for cruel & unusual punishment
3,"What is the best medication to fight Multiple Sclerosis? I have MS, beem diagnoised 11-2002, I am 56 years old, and have been taking LDN and doing just fine, concedering, so far. Holy christmas (literally!)... the last poster, be careful.\n\nI was diagnosed in 1999.  I didn't start taking medications until 2004 (had a bit of denial there)...\nI got a flare-up that forced me to think harder about my future (and a great fiance to boot!).\n\nA lot of people go on the interferons, and Glatiramer acetate, which is what I'm on.  When I decided what to go on, I thought about what I'd have to do for it.  I was a bit worried about giving myself a shot, and I figured that I would need to have the least intrusive method of medication delivery... so I decided subcutaneous (just under the skin).  That cut down the list of interferons... \n\nThen I thought about side effects, a lot of the interferons have flu like symptoms.  When I started the meds, I was feeling weak, pins and needly, and limpy.  I said, do I want to have a cold on top of that.  No siree.\n\nI mean, you really have to talk to your NEURO, and what (s)he recommends.  It just so happened that the first NEURO in 1999, recommended Avonex as he was drinking out of an Avonex branded mug (no foolin!).  That is what turned me off from the med idea in the first place.  My SECOND neuro, he asked me my concerns, and we decided on Copaxone.  Yes, it's daily, but it's under the skin, and it just has local reactions for me as a side effect.\n\nI WAS PETRIFIED of giving myself these shots.  Many of the companies (my drugs, included) have autojectors, so you don't even have to see the needle.  Copaxone (or my doctor, I can't remember, it was so long ago!)... required me to have a home care nurse there the first time to show me how to administer the drugs.  I gave it to myself without hesitation the first time!  I am a little wary of someone else doing it (though she had recommended that my fiance learn how, too).\n\nResult?  Well, there's not much to say!  (that's a good thing)... my original symptoms had faded, and I don't know if that was the copaxone or what.  I've been on it since 2/2004 (wow!  going on 2 years soon!), and I have NO NEW LESIONS!  boy, that's more exciting than I thought it was going to be.\n\nNow, your milage WILL vary, and unlike my first time experience, you will LIKELY have to go through a few drugs to find one you like.\n\nGood luck to you!"
2,"why is the sky blue? it's the age old question.... The sky appears blue because the gases(mainly nitrogen and oxygen) present in our atmosphere vibrate at a specific frequency.  From the light that we can see, ie.. blue, green, red, yellow...etc, the the higher frequency colors are absorbed more by the atmosphere than the lower frequency(actually they're scattered, they still make it to us but indirectly whereas the yellowish color of the sun is more direct).  So blue, green, and violet(violet having the shortest wavelength) are absorbed by the atmosphere, while red, yellow and orange are allowed through.   The color of blue that we perceive the sky varies from day to day based on the content of gases present and the frequency that they vibrate.  It works the same way as light passing through a blue balloon, except in this case the balloon is our atmosphere."
